"id","date","remitted","cash","gcash","total_unpaid","late_payments","total_remittance","total_sales","total_discount","spoilages","unpaid","late","total_purchases","purchases","created_at","updated_at"
"336","2023-08-12","0.00","4823.50","480.00","280.00","0.00","5660.50","5660.50","94.50","[]","[{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""140.00""},{""name"":""sir jann - "",""price"":""70.00""}]","[]","0.00","[]","2023-08-12 17:29:55","2023-08-12 17:29:55"
"337","2023-08-14","0.00","7687.50","780.00","716.00","0.00","8793.50","9183.50","186.50","[]","[{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""sir jj - "",""price"":""230.00""},{""name"":""ma'am rose quinto - "",""price"":""120.00""},{""name"":""mr,darin - "",""price"":""64.00""},{""name"":""MR,ERVIC PENULIAR - "",""price"":""112.00""},{""name"":""MR,ERVIC PENULIAR - "",""price"":""120.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-08-14 17:17:38","2023-08-14 17:17:38"
"338","2023-08-14","0.00","7687.50","780.00","716.00","0.00","8793.50","9183.50","186.50","[]","[{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""sir jj - "",""price"":""230.00""},{""name"":""ma'am rose quinto - "",""price"":""120.00""},{""name"":""mr,darin - "",""price"":""64.00""},{""name"":""MR,ERVIC PENULIAR - "",""price"":""112.00""},{""name"":""MR,ERVIC PENULIAR - "",""price"":""120.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-08-14 17:17:43","2023-08-14 17:17:43"
"339","2023-08-15","0.00","10258.00","1090.00","230.00","384.00","11759.00","11765.00","135.00","[]","[{""name"":""sir jann - "",""price"":""70.00""},{""name"":""UDD - care off SIR JHINNO"",""price"":""160.00""}]","[{""name"":""sir darin de guzman (alyas tanggol) -  (Jun 26) - cash"",""price"":""272.00""},{""name"":""MR,ERVIC PENULIAR -  (Aug 14) - cash"",""price"":""112.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-08-15 17:37:53","2023-08-15 17:37:53"
"340","2023-08-16","0.00","4059.50","270.00","310.00","0.00","4319.50","4709.50","70.50","[]","[{""name"":""SIR DEAN DANIEL - "",""price"":""110.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""MA'AM MIKAELLA \/ V205 - "",""price"":""130.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-08-16 17:17:15","2023-08-16 17:17:15"
"341","2023-08-17","0.00","12919.50","1475.00","395.00","0.00","14441.50","14789.50","455.50","[]","[{""name"":""SIR JJ - "",""price"":""70.00""},{""name"":""MAAM SHEILA  - care off SIR JANN"",""price"":""165.00""},{""name"":""cheska( 50th) order - "",""price"":""70.00""},{""name"":""mylene (100th) order - "",""price"":""70.00""},{""name"":""mr,deguzman - "",""price"":""20.00""}]","[]","348.00","[{""name"":""ice"",""price"":348}]","2023-08-17 17:51:57","2023-08-17 17:51:57"
"342","2023-08-18","0.00","8255.50","2015.00","1680.00","0.00","11300.50","11950.50","129.50","[]","[{""name"":""maam Rizzel - "",""price"":""1,080.00""},{""name"":""maam rizzel - "",""price"":""20.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir jj - "",""price"":""330.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""SIR JJ - "",""price"":""110.00""}]","[]","650.00","[{""name"":""ice"",""price"":650}]","2023-08-18 20:28:57","2023-08-18 20:28:57"
"343","2023-08-18","0.00","8255.50","2015.00","1680.00","0.00","11300.50","11950.50","129.50","[]","[{""name"":""maam Rizzel - "",""price"":""1,080.00""},{""name"":""maam rizzel - "",""price"":""20.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir jj - "",""price"":""330.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""SIR JJ - "",""price"":""110.00""}]","[]","650.00","[{""name"":""ice"",""price"":650}]","2023-08-18 20:29:01","2023-08-18 20:29:01"
"344","2023-08-19","0.00","3960.00","180.00","550.00","0.00","4475.00","4735.00","0.00","[]","[{""name"":""franz  - "",""price"":""85.00""},{""name"":""juan mig. - "",""price"":""85.00""},{""name"":""sie taz - "",""price"":""85.00""},{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""Sir JJ - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir kevin - "",""price"":""85.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-08-22 09:08:09","2023-08-22 09:08:09"
"345","2023-08-22","0.00","6990.00","1215.00","2469.00","0.00","10414.00","10674.00","97.00","[]","[{""name"":""Sir JAnn - care off Sir Jann"",""price"":""1,615.00""},{""name"":""Mr,Deguzman - "",""price"":""85.00""},{""name"":""SIR JJ - "",""price"":""88.00""},{""name"":""UDD - care off MA'AM SHELA"",""price"":""196.00""},{""name"":""SEMINAR - "",""price"":""85.00""},{""name"":""SIR JANN - "",""price"":""400.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-08-22 17:24:19","2023-08-22 17:24:19"
"346","2023-08-23","0.00","6664.00","85.00","2999.00","0.00","9646.00","10124.00","-84.00","[]","[{""name"":""SIR JJ - "",""price"":""88.00""},{""name"":""SIR JAIME - "",""price"":""190.00""},{""name"":""MA'AM BRY - "",""price"":""70.00""},{""name"":""SEMINAR - care off SIR JANN"",""price"":""2,015.00""},{""name"":""SEMINAR - care off SIR JANN"",""price"":""85.00""},{""name"":""SIR JJ - "",""price"":""425.00""},{""name"":""PAUL(50TH COSTUMER) - care off SIR JANN"",""price"":""70.00""},{""name"":""papa darin(robbie) - "",""price"":""56.00""}]","[]","478.00","[{""name"":""ice"",""price"":478}]","2023-08-23 17:17:37","2023-08-23 17:17:37"
"347","2023-08-24","0.00","3218.00","200.00","70.00","0.00","2678.00","3548.00","12.00","[]","[{""name"":""JJ - "",""price"":""70.00""}]","[]","870.00","[{""name"":""ice"",""price"":520},{""name"":""ice"",""price"":350}]","2023-08-25 15:21:43","2023-08-25 15:21:43"
"348","2023-08-29","0.00","8130.00","600.00","1206.00","0.00","9746.00","10136.00","-116.00","[]","[{""name"":""SIR RAIN - care off SIR JANN"",""price"":""260.00""},{""name"":""SIR JJ - "",""price"":""676.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""KARL - care off SIR JANN"",""price"":""130.00""},{""name"":""Sir Jann - "",""price"":""70.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-08-29 17:25:41","2023-08-29 17:25:41"
"349","2023-08-30","0.00","3796.00","405.00","1343.00","4115.00","9399.00","5544.00","31.00","[]","[{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""SIR BONG - care off SIR RAIN"",""price"":""280.00""},{""name"":""ORIENTATION - care off SIR RAIN"",""price"":""560.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""SIR CJ - "",""price"":""68.00""},{""name"":""sir ghino\/ ma'am marian - "",""price"":""225.00""}]","[{""name"":""sir ghino - care off sir jann (Sep 20) - cash"",""price"":""410.00""},{""name"":""Sir Gino -  (Oct 03) - cash"",""price"":""140.00""},{""name"":""sir ghino -  (Oct 03) - cash"",""price"":""70.00""},{""name"":""Sir Ghino(Scrambled Egg) -  (Oct 20) - cash"",""price"":""30.00""},{""name"":""sir Ghino -  (Oct 25) - cash"",""price"":""110.00""},{""name"":""sir Ghino - care off sir ghino (Oct 28) - cash"",""price"":""830.00""},{""name"":""Sir Ghino -  (Jan 18) - cash"",""price"":""1,145.00""},{""name"":""audit Sir ghino - care off Udd  (Mar 13) - cash"",""price"":""500.00""},{""name"":""sir ghino - care off udd (Mar 14) - cash"",""price"":""505.00""},{""name"":""sir ghino - care off sir jann (Jun 05) - cash"",""price"":""375.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2023-08-30 17:32:26","2023-08-30 17:32:26"
"350","2023-08-31","0.00","6052.00","362.00","240.00","0.00","6394.00","6654.00","89.00","[]","[{""name"":""SIR GHINO - "",""price"":""100.00""},{""name"":""Sir Jann - "",""price"":""140.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-08-31 17:44:25","2023-08-31 17:44:25"
"351","2023-09-01","0.00","3419.50","165.00","295.00","0.00","3619.50","3879.50","25.50","[]","[{""name"":""SIR GHINO - "",""price"":""70.00""},{""name"":""sIR jC - care off SIR JC"",""price"":""85.00""},{""name"":""SIR JANN - care off SIR JANN"",""price"":""140.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-09-01 17:11:53","2023-09-01 17:11:53"
"352","2023-09-02","0.00","3860.00","85.00","365.00","325.00","4505.00","4310.00","20.00","[]","[{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""SIR JASH - care off SIR JC"",""price"":""110.00""},{""name"":""Mr, Christian maulo Rapajon - "",""price"":""80.00""},{""name"":""SIR VPA - care off SIR JANN"",""price"":""105.00""}]","[{""name"":""sir ghino\/ ma'am marian -  (Aug 30) - cash"",""price"":""225.00""},{""name"":""SIR GHINO -  (Aug 31) - cash"",""price"":""100.00""}]","130.00","[{""name"":""ice"",""price"":130}]","2023-09-02 17:34:59","2023-09-02 17:34:59"
"353","2023-09-04","0.00","1950.00","70.00","1030.00","0.00","2790.00","3050.00","0.00","[]","[{""name"":""maam  - "",""price"":""70.00""},{""name"":""MA'AM BIALA \/ 15 - "",""price"":""85.00""},{""name"":""MAM - "",""price"":""95.00""},{""name"":""SIR ANGELO - "",""price"":""60.00""},{""name"":""SIR JANN - "",""price"":""140.00""},{""name"":""MA'AM BRY - "",""price"":""215.00""},{""name"":""MA'AM MINERVA - "",""price"":""70.00""},{""name"":""A - "",""price"":""20.00""},{""name"":""SIR CJ - "",""price"":""70.00""},{""name"":""MA'AM CHRISTINE - "",""price"":""135.00""},{""name"":""SIR JJ - "",""price"":""70.00""}]","[]","260.00","[{""name"":""Ice"",""price"":260}]","2023-09-04 17:04:30","2023-09-04 17:04:30"
"354","2023-09-04","0.00","3000.00","140.00","210.00","0.00","3090.00","3350.00","0.00","[]","[{""name"":""SIR JANN - "",""price"":""140.00""},{""name"":""sir jj - care off sir jc"",""price"":""70.00""}]","[]","260.00","[{""name"":""Ice"",""price"":260}]","2023-09-04 17:06:04","2023-09-04 17:06:04"
"355","2023-08-26","0.00","4470.00","0.00","935.00","0.00","5405.00","5405.00","0.00","[]","[{""name"":""MA'AM MINERVA - "",""price"":""80.00""},{""name"":""SIR JANN - "",""price"":""140.00""},{""name"":""SIR JANN (GRAD. PRACTICE) - care off UDD"",""price"":""715.00""}]","[]","0.00","[]","2023-09-05 11:43:55","2023-09-05 11:43:55"
"356","2023-09-05","0.00","8486.50","700.00","293.20","0.00","9089.70","9479.70","89.30","[]","[{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""SIR DARIN - "",""price"":""79.20""},{""name"":""MR. CHRISTIANO EL RAPAJON - "",""price"":""144.00""}]","[]","390.00","[{""name"":""Ice"",""price"":390}]","2023-09-05 17:33:15","2023-09-05 17:33:15"
"357","2023-09-07","0.00","9800.00","695.00","2772.00","0.00","12877.00","13267.00","40.00","[]","[{""name"":""SIR CRAIG \/ KUWAGO CERTIFICATE - care off SIR JANN"",""price"":""110.00""},{""name"":""FRESHMEN ORIENTATION - care off SIR JANN"",""price"":""1,089.00""},{""name"":""SIR JJ - "",""price"":""88.00""},{""name"":""SIR GHINO - "",""price"":""90.00""},{""name"":""SIR CRAIG - care off SIR JANN"",""price"":""95.00""},{""name"":""SIR JANN - "",""price"":""140.00""},{""name"":""S.A arzatech 3Girls - care off Sir Jann"",""price"":""300.00""},{""name"":""MAAM EDEN (VOUCHER) - "",""price"":""95.00""},{""name"":""SIR LANz\/Care Of maam JAs - care off maam jas"",""price"":""120.00""},{""name"":""maam Kare (Voucher) - "",""price"":""120.00""},{""name"":""Sir Craig - care off Sir Jann"",""price"":""75.00""},{""name"":""maam Rizza (voucher) - "",""price"":""95.00""},{""name"":""Sir Landingin - "",""price"":""95.00""},{""name"":""MARK DHANIEL  CAMPOS \/ KUWAGO CERTIFICATE - care off SIR JANN"",""price"":""110.00""},{""name"":""SIR DENVER (VOUCHER) - "",""price"":""150.00""}]","[]","390.00","[{""name"":""Ice"",""price"":390}]","2023-09-07 17:15:02","2023-09-07 17:15:02"
"358","2023-09-09","0.00","8111.40","285.00","385.00","0.00","8521.40","8781.40","57.60","[]","[{""name"":""sir Ghino - "",""price"":""90.00""},{""name"":""Sir Craig\/Sir Duke - care off Sir JM"",""price"":""295.00""}]","[]","260.00","[{""name"":""Ice "",""price"":260}]","2023-09-09 17:17:26","2023-09-09 17:17:26"
"359","2023-09-08","0.00","7541.00","734.00","754.00","0.00","8669.00","9029.00","30.00","[]","[{""name"":""CHRISTINE JOY PASCUA \/ KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""95.00""},{""name"":""SIR CRAIG - care off SIR JANN"",""price"":""185.00""},{""name"":""SIIR GHINO - "",""price"":""115.00""},{""name"":""SIR GHINO - "",""price"":""100.00""},{""name"":""SIR CRAIG - care off SIR JANN"",""price"":""99.00""},{""name"":""SIR MIKE - "",""price"":""160.00""}]","[]","360.00","[{""name"":""ice"",""price"":360}]","2023-09-09 17:21:29","2023-09-09 17:21:29"
"360","2023-09-11","0.00","11329.00","365.00","1695.00","430.00","13429.00","13389.00","-9.00","[]","[{""name"":""SIR  JANN - "",""price"":""70.00""},{""name"":""SIR GHINO\/MAAM RODS - "",""price"":""180.00""},{""name"":""MAAM MINERVA - "",""price"":""25.00""},{""name"":""Maam Tin\/Conference - "",""price"":""1,270.00""},{""name"":""UDD - care off care of sir ghino"",""price"":""150.00""}]","[{""name"":""mam sherly -  (Apr 25) - cash"",""price"":""80.00""},{""name"":""maam zeny -  (Jun 03) - cash"",""price"":""160.00""},{""name"":""SIR JAIME -  (Aug 23) - cash"",""price"":""190.00""}]","390.00","[{""name"":""Ice"",""price"":390}]","2023-09-11 17:22:41","2023-09-11 17:22:41"
"361","2023-09-12","0.00","15567.00","1025.00","1880.00","0.00","18082.00","18472.00","-26.00","[]","[{""name"":""SIR GHINO - "",""price"":""90.00""},{""name"":""For Pictorial - care off Sir JAnn"",""price"":""1,285.00""},{""name"":""SIR JANN - "",""price"":""250.00""},{""name"":""SIR GHINO - care off UdD"",""price"":""170.00""},{""name"":""MA'AM PORTIA - "",""price"":""85.00""}]","[]","390.00","[{""name"":""Ice"",""price"":390}]","2023-09-12 17:38:19","2023-09-12 17:38:19"
"362","2023-09-13","0.00","11014.10","266.00","1456.00","0.00","12346.10","12736.10","570.90","[]","[{""name"":""SIR LANCE - "",""price"":""210.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""LJ - "",""price"":""40.00""},{""name"":""SIR KAIRAN - "",""price"":""228.00""},{""name"":""VOUCHER (CARL JUSTIN MARANTA ) - "",""price"":""130.00""},{""name"":""VOUCHER (Alentajan Victoria) - "",""price"":""150.00""},{""name"":""maam Shiela - care off Sir Jann"",""price"":""205.00""},{""name"":""sir jj - "",""price"":""63.00""},{""name"":""MARVIN(VOUCHER) - "",""price"":""290.00""},{""name"":""SIR CRAIG - "",""price"":""70.00""}]","[]","390.00","[{""name"":""Ice"",""price"":390}]","2023-09-13 17:16:57","2023-09-13 17:16:57"
"363","2023-09-14","0.00","11888.10","972.50","449.50","0.00","13310.10","13310.10","1188.90","[]","[{""name"":""SIR GHINO - "",""price"":""121.50""},{""name"":""KERVY - care off SIR JANN STUDENT"",""price"":""252.00""},{""name"":""Sir JJ - "",""price"":""51.00""},{""name"":""Sir JJ - "",""price"":""25.00""}]","[]","0.00","[]","2023-09-14 17:14:47","2023-09-14 17:14:47"
"364","2023-09-14","0.00","12048.10","972.50","449.50","70.00","13150.10","13470.10","1188.90","[]","[{""name"":""SIR GHINO - "",""price"":""121.50""},{""name"":""KERVY - care off SIR JANN STUDENT"",""price"":""252.00""},{""name"":""Sir JJ - "",""price"":""51.00""},{""name"":""Sir JJ - "",""price"":""25.00""}]","[{""name"":""SIR CRAIG -  (Sep 13) - cash"",""price"":""70.00""}]","390.00","[{""name"":""Ice"",""price"":390}]","2023-09-14 17:23:01","2023-09-14 17:23:01"
"365","2023-09-15","0.00","8287.00","580.00","3070.00","1531.50","13078.50","11937.00","0.00","[]","[{""name"":""SIR JJ - "",""price"":""70.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""ARZATECH - "",""price"":""860.00""},{""name"":""ARZATECH - "",""price"":""665.00""},{""name"":""ARZATECH - "",""price"":""95.00""},{""name"":""SIR JANN - "",""price"":""180.00""},{""name"":""SIR JANN - "",""price"":""190.00""},{""name"":""SIR XYLE - care off SIR JANN"",""price"":""150.00""},{""name"":""SIR XYLE - care off SIR JANN"",""price"":""260.00""},{""name"":""SIR XYLE - care off SIR JANN"",""price"":""40.00""},{""name"":""MAAM SHIELA FINANCE - "",""price"":""75.00""},{""name"":""SIR JANOS - care off SIR JANN"",""price"":""110.00""},{""name"":""MA'AM ANGELIK MAE - care off SIR GHINO"",""price"":""305.00""}]","[{""name"":""sir ghinno -  (Nov 19) - cash"",""price"":""110.00""},{""name"":""sir Ghinno -  (Feb 06) - cash"",""price"":""75.00""},{""name"":""sir ghinno -  (May 06) - cash"",""price"":""60.00""},{""name"":""sir ghinno -  (May 15) - cash"",""price"":""70.00""},{""name"":""sir ghinno -  (May 18) - cash"",""price"":""90.00""},{""name"":""sir ghinno -  (May 24) - cash"",""price"":""60.00""},{""name"":""SIR gHINNO -  (Jun 16) - cash"",""price"":""255.00""},{""name"":""SIR GHINNO -  (Jul 05) - cash"",""price"":""70.00""},{""name"":""SIR GHINO -  (Sep 01) - cash"",""price"":""70.00""},{""name"":""SIR GHINO -  (Sep 07) - cash"",""price"":""90.00""},{""name"":""SIR GHINO -  (Sep 08) - cash"",""price"":""100.00""},{""name"":""sir Ghino -  (Sep 09) - cash"",""price"":""90.00""},{""name"":""SIR GHINO\/MAAM RODS -  (Sep 11) - cash"",""price"":""180.00""},{""name"":""SIR GHINO -  (Sep 12) - cash"",""price"":""90.00""},{""name"":""SIR GHINO -  (Sep 14) - cash"",""price"":""121.50""}]","390.00","[{""name"":""Ice "",""price"":390}]","2023-09-15 17:24:33","2023-09-15 17:24:33"
"366","2023-09-16","0.00","6369.00","910.00","300.00","305.00","7624.00","7579.00","0.00","[]","[{""name"":""JAYSON CAMBE \/ ZYTREX JAMES SICAT KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""300.00""}]","[{""name"":""MA'AM ANGELIK MAE - care off SIR GHINO (Sep 15) - cash"",""price"":""305.00""}]","260.00","[{""name"":""Ice"",""price"":260}]","2023-09-16 16:58:33","2023-09-16 16:58:33"
"367","2023-09-16","0.00","6369.00","910.00","300.00","305.00","7624.00","7579.00","0.00","[]","[{""name"":""JAYSON CAMBE \/ ZYTREX JAMES SICAT KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""300.00""}]","[{""name"":""MA'AM ANGELIK MAE - care off SIR GHINO (Sep 15) - cash"",""price"":""305.00""}]","260.00","[{""name"":""Ice"",""price"":260}]","2023-09-16 16:58:37","2023-09-16 16:58:37"
"368","2023-09-16","0.00","6369.00","910.00","300.00","305.00","7624.00","7579.00","0.00","[]","[{""name"":""JAYSON CAMBE \/ ZYTREX JAMES SICAT KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""300.00""}]","[{""name"":""MA'AM ANGELIK MAE - care off SIR GHINO (Sep 15) - cash"",""price"":""305.00""}]","260.00","[{""name"":""Ice"",""price"":260}]","2023-09-16 16:58:37","2023-09-16 16:58:37"
"369","2023-09-18","0.00","9551.00","1280.00","550.00","0.00","10861.00","11381.00","22.00","[]","[{""name"":""sir ghino - "",""price"":""90.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""(voucher) arvin \/ matrina baltzar - "",""price"":""240.00""},{""name"":""aziah alconcel (voucher) - "",""price"":""150.00""}]","[]","520.00","[{""name"":""Ice "",""price"":520}]","2023-09-18 17:05:23","2023-09-18 17:05:23"
"370","2023-09-19","0.00","12304.00","130.00","250.00","175.00","12469.00","12684.00","0.00","[]","[{""name"":""MIGUEL ISAAC ESTRADA \/ KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""130.00""},{""name"":""MARK ANGELO LOPEZ \/ KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""120.00""}]","[{""name"":""MA'AM PORTIA -  (Sep 12) - cash"",""price"":""85.00""},{""name"":""sir ghino -  (Sep 18) - cash"",""price"":""90.00""}]","390.00","[{""name"":""Ice "",""price"":390}]","2023-09-19 17:14:20","2023-09-19 17:14:20"
"371","2023-09-19","0.00","12564.00","130.00","250.00","175.00","12729.00","12944.00","0.00","[]","[{""name"":""MIGUEL ISAAC ESTRADA \/ KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""130.00""},{""name"":""MARK ANGELO LOPEZ \/ KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""120.00""}]","[{""name"":""MA'AM PORTIA -  (Sep 12) - cash"",""price"":""85.00""},{""name"":""sir ghino -  (Sep 18) - cash"",""price"":""90.00""}]","390.00","[{""name"":""Ice"",""price"":390}]","2023-09-19 17:20:20","2023-09-19 17:20:20"
"372","2023-09-20","0.00","13252.00","630.00","605.00","0.00","14097.00","14487.00","178.00","[]","[{""name"":""SIR DANDY - "",""price"":""112.00""},{""name"":""MR,RESTY DEGUZMAN - "",""price"":""228.00""},{""name"":""MAAM JACKIE ALBANO - "",""price"":""70.00""},{""name"":""MR,RESTY DEGUZMAN - "",""price"":""70.00""},{""name"":""SIR JJ - "",""price"":""125.00""}]","[]","390.00","[{""name"":""ICE"",""price"":390}]","2023-09-20 17:32:25","2023-09-20 17:32:25"
"373","2023-09-21","0.00","11898.00","805.00","425.00","0.00","12608.00","13128.00","0.00","[]","[{""name"":""VOUCHER\/JOAN ALABASTRO - "",""price"":""150.00""},{""name"":""SIR LANZ - "",""price"":""110.00""},{""name"":""KURT (VOUCHER) - "",""price"":""95.00""},{""name"":""KENNETH (SIR LANZ) - "",""price"":""70.00""}]","[]","520.00","[{""name"":""Ice "",""price"":520}]","2023-09-21 17:35:26","2023-09-21 17:35:26"
"374","2023-09-22","0.00","12238.00","1035.00","391.00","0.00","13274.00","13664.00","24.00","[]","[{""name"":""sir abedel - "",""price"":""25.00""},{""name"":""NICOLE CERVANTES\/LEANNE NAVARRO (LOYALTY CARD) - "",""price"":""190.00""},{""name"":""sir jj - "",""price"":""96.00""},{""name"":""sir dandy - "",""price"":""80.00""}]","[]","390.00","[{""name"":""ICE"",""price"":390}]","2023-09-22 17:18:19","2023-09-22 17:18:19"
"375","2023-09-23","0.00","10180.00","639.00","875.00","0.00","11434.00","11694.00","-145.00","[]","[{""name"":""sir ghino - "",""price"":""180.00""},{""name"":""sir jose - "",""price"":""120.00""},{""name"":""RESTY DE GUZMAN - "",""price"":""140.00""},{""name"":""Cianni irenai s. castillo\/Shaira joy agaceta(voucher) - "",""price"":""235.00""},{""name"":""sir kairan oraza - "",""price"":""200.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-09-23 17:04:34","2023-09-23 17:04:34"
"376","2023-09-25","0.00","12850.00","1085.00","1450.00","0.00","14995.00","15385.00","124.00","[]","[{""name"":""MAAM MICHAELLA - "",""price"":""90.00""},{""name"":""SIR JANN - "",""price"":""210.00""},{""name"":""UdD - "",""price"":""140.00""},{""name"":""MA'AM RIZZA - care off SIR JAIME FERNANDEZ"",""price"":""210.00""},{""name"":""MAAM SUZZ - "",""price"":""265.00""},{""name"":""SIR MIKE - "",""price"":""90.00""},{""name"":""MA'AM SHELA FINANCE - "",""price"":""85.00""},{""name"":""MAAM RUBY - "",""price"":""210.00""},{""name"":""lj - "",""price"":""150.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-09-25 17:38:23","2023-09-25 17:38:23"
"377","2023-09-25","0.00","12850.00","1085.00","1450.00","0.00","14995.00","15385.00","124.00","[]","[{""name"":""MAAM MICHAELLA - "",""price"":""90.00""},{""name"":""SIR JANN - "",""price"":""210.00""},{""name"":""UdD - "",""price"":""140.00""},{""name"":""MA'AM RIZZA - care off SIR JAIME FERNANDEZ"",""price"":""210.00""},{""name"":""MAAM SUZZ - "",""price"":""265.00""},{""name"":""SIR MIKE - "",""price"":""90.00""},{""name"":""MA'AM SHELA FINANCE - "",""price"":""85.00""},{""name"":""MAAM RUBY - "",""price"":""210.00""},{""name"":""lj - "",""price"":""150.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-09-25 17:38:27","2023-09-25 17:38:27"
"378","2023-09-25","0.00","12850.00","1085.00","1450.00","0.00","14995.00","15385.00","124.00","[]","[{""name"":""MAAM MICHAELLA - "",""price"":""90.00""},{""name"":""SIR JANN - "",""price"":""210.00""},{""name"":""UdD - "",""price"":""140.00""},{""name"":""MA'AM RIZZA - care off SIR JAIME FERNANDEZ"",""price"":""210.00""},{""name"":""MAAM SUZZ - "",""price"":""265.00""},{""name"":""SIR MIKE - "",""price"":""90.00""},{""name"":""MA'AM SHELA FINANCE - "",""price"":""85.00""},{""name"":""MAAM RUBY - "",""price"":""210.00""},{""name"":""lj - "",""price"":""150.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-09-25 17:38:27","2023-09-25 17:38:27"
"379","2023-09-26","0.00","6217.00","564.00","180.00","240.00","6811.00","6961.00","38.00","[]","[{""name"":""SIR LANCE - "",""price"":""70.00""},{""name"":""JOHN DAVID GARCIA \/ KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""110.00""}]","[{""name"":""SIR JOSH -  (Jun 16) - cash"",""price"":""90.00""},{""name"":""SIR JOSH -  (Jul 05) - cash"",""price"":""60.00""},{""name"":""SIR JOSH -  (Jul 25) - cash"",""price"":""90.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2023-09-26 17:19:18","2023-09-26 17:19:18"
"380","2023-09-27","0.00","10675.00","350.00","655.00","0.00","11290.00","11680.00","-69.00","[]","[{""name"":""sir ghino - "",""price"":""90.00""},{""name"":""LEANNE NAVARRO(LOYALTY CARD) - "",""price"":""85.00""},{""name"":""SIR LANCE - "",""price"":""410.00""},{""name"":""SIR LANCE - "",""price"":""70.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-09-28 16:55:33","2023-09-28 16:55:33"
"381","2023-09-27","0.00","10675.00","350.00","655.00","0.00","11290.00","11680.00","-69.00","[]","[{""name"":""sir ghino - "",""price"":""90.00""},{""name"":""LEANNE NAVARRO(LOYALTY CARD) - "",""price"":""85.00""},{""name"":""SIR LANCE - "",""price"":""410.00""},{""name"":""SIR LANCE - "",""price"":""70.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-09-28 16:55:37","2023-09-28 16:55:37"
"382","2023-09-28","0.00","9247.00","1774.00","415.00","0.00","11046.00","11436.00","26.00","[]","[{""name"":""REGION 1 - "",""price"":""20.00""},{""name"":""DIANA ESCARPISO \/ KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""300.00""},{""name"":""loyalty card (maam Benita) - "",""price"":""95.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-09-28 17:06:09","2023-09-28 17:06:09"
"383","2023-09-28","0.00","9247.00","1774.00","415.00","0.00","11046.00","11436.00","26.00","[]","[{""name"":""REGION 1 - "",""price"":""20.00""},{""name"":""DIANA ESCARPISO \/ KUWAGO CAFE VOUCHER - care off SIR JANN"",""price"":""300.00""},{""name"":""loyalty card (maam Benita) - "",""price"":""95.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-09-28 17:06:13","2023-09-28 17:06:13"
